id_aluno,data_matricula,data_cancelamento,plano,valor_mensalidade,unidade,modalidade_principal,idade,frequencia_semanal,usa_app,checkins_app_mes,outlier_frequencia_semanal,outlier_valor_mensalidade,outlier_checkins_app_mes,outlier_origem,evadiu,status,dias_vinculo,meses_vinculo,evasao_precoce,receita_acumulada,coorte_mes,faixa_etaria,segmento_engajamento,outlier_receita_acumulada,outlier_dias_vinculo,outlier_derivada,outlier_qualquer
783,2025-02-02,,Mensal,116.91,Zona Leste,Funcional,23,6.14,True,32,False,False,False,False,False,Ativo,332,10.91,False,1275.49,2025-02,16-24,Alto,False,False,False,False
784,2024-06-23,2024-10-10,Trimestral,109.9,Zona Oeste,Musculacao,40,2.29,False,0,False,False,False,False,True,Cancelado,109,3.58,False,393.44,2024-06,35-44,Baixo,False,False,False,False
785,2025-08-05,,Anual,85.4,Zona Leste,Spinning,37,2.5,True,10,False,False,False,False,False,Ativo,148,4.86,False,415.04,2025-08,35-44,Medio-Digital,False,False,False,False
786,2025-01-31,,Mensal,129.9,Zona Leste,Funcional,37,4.03,False,0,False,False,False,False,False,Ativo,334,10.97,False,1425.0,2025-01,35-44,Medio-Presencial,False,False,False,False
787,2024-05-25,2025-02-11,Trimestral,109.9,Centro,Spinning,35,3.66,False,0,False,False,False,False,True,Cancelado,262,8.61,False,946.24,2024-05,35-44,Medio-Presencial,False,False,False,False
788,2024-12-04,2025-04-10,Mensal,129.9,Zona Oeste,Funcional,33,4.09,True,16,False,False,False,False,True,Cancelado,127,4.17,False,541.68,2024-12,25-34,Alto,False,False,False,False
789,2025-07-29,,Trimestral,109.9,Zona Leste,Musculacao,40,4.21,True,17,False,False,False,False,False,Ativo,155,5.09,False,559.39,2025-07,35-44,Alto,False,False,False,False
790,2024-10-23,,Trimestral,104.4,Zona Leste,Yoga,42,5.15,True,52,False,False,True,True,False,Ativo,434,14.26,False,1488.74,2024-10,35-44,Alto,False,False,False,True
791,2025-05-12,2025-10-13,Mensal,129.9,Centro,Musculacao,42,1.42,False,0,False,False,False,False,True,Cancelado,154,5.06,False,657.29,2025-05,35-44,Baixo,False,False,False,False
792,2025-11-19,,Mensal,129.9,Zona Oeste,Crossfit,31,3.84,True,20,False,False,False,False,False,Ativo,42,1.38,False,179.26,2025-11,25-34,Alto,False,False,False,False
793,2024-08-22,2024-10-25,Mensal,129.9,Zona Oeste,Musculacao,47,1.96,False,0,False,False,False,False,True,Cancelado,64,2.1,False,272.79,2024-08,45-54,Baixo,False,False,False,False
794,2025-11-28,,Mensal,129.9,Zona Leste,Musculacao,35,0.88,False,0,False,False,False,False,False,Ativo,33,1.08,False,140.29,2025-11,35-44,Baixo,False,False,False,False
795,2024-10-17,,Mensal,129.9,Zona Leste,Yoga,39,3.95,True,12,False,False,False,False,False,Ativo,440,14.45,False,1877.06,2024-10,35-44,Alto,False,False,False,False
796,2025-01-28,,Mensal,129.9,Zona Leste,Yoga,35,3.83,True,17,False,False,False,False,False,Ativo,337,11.07,False,1437.99,2025-01,35-44,Alto,False,False,False,False
797,2025-06-25,2025-08-03,Mensal,129.9,Zona Oeste,Funcional,35,3.06,False,0,False,False,False,False,True,Cancelado,39,1.28,True,166.27,2025-06,35-44,Medio-Presencial,False,False,False,False
798,2024-02-17,,Mensal,129.9,Zona Leste,Crossfit,24,4.94,False,0,False,False,False,False,False,Ativo,683,22.44,False,2914.96,2024-02,16-24,Medio-Presencial,False,False,False,False
799,2025-05-06,,Trimestral,104.4,Zona Leste,Musculacao,40,2.22,False,0,False,False,False,False,False,Ativo,239,7.85,False,819.54,2025-05,35-44,Baixo,False,False,False,False
800,2025-01-31,,Trimestral,104.4,Zona Oeste,Yoga,63,4.52,True,8,False,False,False,False,False,Ativo,334,10.97,False,1145.27,2025-01,55+,Alto,False,False,False,False
801,2025-04-03,,Trimestral,109.9,Centro,Musculacao,28,3.09,True,0,False,False,False,False,False,Ativo,272,8.94,False,982.51,2025-04,25-34,Alto,False,False,False,False
802,2025-10-28,,Mensal,129.9,Zona Oeste,Spinning,33,2.95,True,13,False,False,False,False,False,Ativo,64,2.1,False,272.79,2025-10,25-34,Medio-Digital,False,False,False,False
803,2024-12-05,2025-03-09,Anual,85.4,Zona Oeste,Spinning,27,1.52,True,6,False,False,False,False,True,Cancelado,94,3.09,False,263.89,2024-12,25-34,Medio-Digital,False,False,False,False
804,2025-10-09,,Trimestral,109.9,Zona Oeste,Musculacao,33,5.21,True,15,False,False,False,False,False,Ativo,83,2.73,False,300.03,2025-10,25-34,Alto,False,False,False,False
805,2025-02-01,2025-05-17,Mensal,116.91,Zona Leste,Funcional,49,3.26,False,0,False,False,False,False,True,Cancelado,105,3.45,False,403.34,2025-02,45-54,Medio-Presencial,False,False,False,False
806,2024-05-30,,Mensal,129.9,Zona Leste,Funcional,25,4.19,True,16,False,False,False,False,False,Ativo,580,19.05,False,2474.6,2024-05,25-34,Alto,False,False,False,False
807,2025-04-01,2025-06-10,Trimestral,109.9,Zona Oeste,Musculacao,27,2.07,True,8,False,False,False,False,True,Cancelado,70,2.3,False,252.77,2025-04,25-34,Medio-Digital,False,False,False,False
808,2024-05-13,,Mensal,129.9,Zona Leste,Crossfit,35,3.54,True,16,False,False,False,False,False,Ativo,597,19.61,False,2547.34,2024-05,35-44,Alto,False,False,False,False
809,2025-09-21,2025-11-27,Mensal,129.9,Zona Oeste,Spinning,24,2.83,True,12,False,False,False,False,True,Cancelado,67,2.2,False,285.78,2025-09,16-24,Medio-Digital,False,False,False,False
810,2024-04-16,,Anual,89.9,Centro,Musculacao,33,4.41,True,12,False,False,False,False,False,Ativo,624,20.5,False,1842.95,2024-04,25-34,Alto,False,False,False,False
811,2024-12-15,,Mensal,129.9,Centro,Funcional,39,3.46,False,0,False,False,False,False,False,Ativo,381,12.52,False,1626.35,2024-12,35-44,Medio-Presencial,False,False,False,False
812,2025-07-27,,Mensal,129.9,Zona Leste,Musculacao,63,6.73,True,25,False,False,False,False,False,Ativo,157,5.16,False,670.28,2025-07,55+,Alto,False,False,False,False
813,2024-01-07,,Anual,85.4,Zona Leste,Musculacao,28,6.25,True,20,False,False,False,False,False,Ativo,724,23.78,False,2030.81,2024-01,25-34,Alto,False,False,False,False
814,2024-12-09,,Trimestral,109.9,Zona Leste,Musculacao,25,2.91,True,13,False,False,False,False,False,Ativo,387,12.71,False,1396.83,2024-12,25-34,Medio-Digital,False,False,False,False
815,2024-12-20,2025-02-01,Mensal,129.9,Zona Leste,Musculacao,42,3.26,True,14,False,False,False,False,True,Cancelado,43,1.41,True,183.16,2024-12,35-44,Alto,False,False,False,False
816,2024-08-24,2024-11-07,Anual,89.9,Zona Leste,Musculacao,24,3.1,False,0,False,False,False,False,True,Cancelado,75,2.46,False,221.15,2024-08,16-24,Medio-Presencial,False,False,False,False
817,2025-04-16,,Anual,89.9,Zona Leste,Funcional,46,5.42,True,21,False,False,False,False,False,Ativo,259,8.51,False,765.05,2025-04,45-54,Alto,False,False,False,False
818,2024-08-15,,Mensal,332.71,Zona Oeste,Musculacao,29,2.9,True,6,False,True,False,True,False,Ativo,503,16.52,False,5496.37,2024-08,25-34,Medio-Digital,True,False,True,True
819,2024-09-19,,Trimestral,109.9,Zona Oeste,Yoga,25,2.61,True,8,False,False,False,False,False,Ativo,468,15.37,False,1689.16,2024-09,25-34,Medio-Digital,False,False,False,False
820,2024-07-11,,Mensal,129.9,Centro,Yoga,30,3.51,True,10,False,False,False,False,False,Ativo,538,17.67,False,2295.33,2024-07,25-34,Alto,False,False,False,False
821,2025-03-13,,Mensal,129.9,Zona Leste,Musculacao,40,5.48,True,21,False,False,False,False,False,Ativo,293,9.63,False,1250.94,2025-03,35-44,Alto,False,False,False,False
822,2025-09-09,,Trimestral,109.9,Zona Leste,Spinning,29,5.31,True,17,False,False,False,False,False,Ativo,113,3.71,False,407.73,2025-09,25-34,Alto,False,False,False,False
823,2024-05-04,2024-12-10,Mensal,129.9,Zona Leste,Musculacao,27,2.44,True,15,False,False,False,False,True,Cancelado,220,7.23,False,939.18,2024-05,25-34,Medio-Digital,False,False,False,False
824,2024-10-13,,Trimestral,104.4,Zona Leste,Funcional,30,6.68,True,35,False,False,False,False,False,Ativo,444,14.59,False,1523.2,2024-10,25-34,Alto,False,False,False,False
825,2024-06-07,,Anual,89.9,Zona Leste,Musculacao,18,2.43,True,4,False,False,False,False,False,Ativo,572,18.79,False,1689.22,2024-06,16-24,Medio-Digital,False,False,False,False
826,2024-06-19,2024-10-26,Mensal,129.9,Centro,Crossfit,36,2.21,False,0,False,False,False,False,True,Cancelado,129,4.24,False,550.78,2024-06,35-44,Baixo,False,False,False,False
827,2025-11-11,,Trimestral,98.91,Zona Leste,Musculacao,51,5.02,False,0,False,False,False,False,False,Ativo,50,1.64,False,162.21,2025-11,45-54,Medio-Presencial,False,False,False,False
828,2025-05-12,2025-08-23,Mensal,129.9,Zona Leste,Funcional,27,0.89,True,6,False,False,False,False,True,Cancelado,103,3.38,False,439.06,2025-05,25-34,Medio-Digital,False,False,False,False
829,2025-10-23,,Anual,89.9,Zona Oeste,Musculacao,40,3.68,True,15,False,False,False,False,False,Ativo,69,2.27,False,204.07,2025-10,35-44,Alto,False,False,False,False
830,2025-03-20,,Mensal,123.4,Zona Oeste,Musculacao,35,2.66,True,7,False,False,False,False,False,Ativo,286,9.4,False,1159.96,2025-03,35-44,Medio-Digital,False,False,False,False
831,2025-04-11,,Trimestral,109.9,Zona Oeste,Spinning,38,6.87,True,28,False,False,False,False,False,Ativo,264,8.67,False,952.83,2025-04,35-44,Alto,False,False,False,False
832,2025-05-15,2025-10-03,Trimestral,104.4,Zona Leste,Funcional,31,1.94,True,9,False,False,False,False,True,Cancelado,141,4.63,False,483.37,2025-05,25-34,Medio-Digital,False,False,False,False
833,2025-04-02,,Mensal,129.9,Centro,Crossfit,45,1.8,False,0,False,False,False,False,False,Ativo,273,8.97,False,1165.2,2025-04,45-54,Baixo,False,False,False,False
836,2024-03-11,,Trimestral,109.9,Zona Oeste,Musculacao,42,5.63,True,16,False,False,False,False,False,Ativo,660,21.68,False,2382.63,2024-03,35-44,Alto,False,False,False,False
837,2024-12-08,,Trimestral,104.4,Centro,Musculacao,33,2.7,False,0,False,False,False,False,False,Ativo,388,12.75,False,1331.1,2024-12,25-34,Baixo,False,False,False,False
838,2024-01-02,,Anual,89.9,Zona Leste,Crossfit,27,2.71,True,11,False,False,False,False,False,Ativo,729,23.95,False,2153.1,2024-01,25-34,Medio-Digital,False,False,False,False
839,2024-02-03,,Mensal,129.9,Zona Oeste,Crossfit,17,5.51,True,13,False,False,False,False,False,Ativo,697,22.9,False,2974.71,2024-02,16-24,Alto,False,False,False,False
840,2024-02-05,,Mensal,129.9,Zona Leste,Crossfit,37,7.0,False,0,False,False,False,False,False,Ativo,695,22.83,False,2965.62,2024-02,35-44,Medio-Presencial,False,False,False,False
841,2024-02-24,,Mensal,129.9,Zona Leste,Musculacao,38,5.72,True,17,False,False,False,False,False,Ativo,676,22.21,False,2885.08,2024-02,35-44,Alto,False,False,False,False
842,2025-05-09,2025-12-03,Trimestral,109.9,Zona Leste,Spinning,44,2.62,False,0,False,False,False,False,True,Cancelado,208,6.83,False,750.62,2025-05,35-44,Baixo,False,False,False,False
843,2025-02-22,,Mensal,129.9,Zona Oeste,Funcional,22,3.06,True,5,False,False,False,False,False,Ativo,312,10.25,False,1331.48,2025-02,16-24,Alto,False,False,False,False
844,2025-10-16,,Mensal,129.9,Zona Leste,Musculacao,22,1.85,True,7,False,False,False,False,False,Ativo,76,2.5,False,324.75,2025-10,16-24,Medio-Digital,False,False,False,False
845,2024-07-21,2024-09-16,Mensal,129.9,Zona Oeste,Funcional,37,2.02,True,10,False,False,False,False,True,Cancelado,57,1.87,True,242.91,2024-07,35-44,Medio-Digital,False,False,False,False
846,2024-08-19,,Anual,85.4,Zona Leste,Musculacao,31,2.52,True,9,False,False,False,False,False,Ativo,499,16.39,False,1399.71,2024-08,25-34,Medio-Digital,False,False,False,False
847,2024-12-09,,Mensal,129.9,Centro,Musculacao,20,2.48,True,9,False,False,False,False,False,Ativo,387,12.71,False,1651.03,2024-12,16-24,Medio-Digital,False,False,False,False
848,2025-06-30,,Trimestral,104.4,Centro,Crossfit,36,3.57,True,11,False,False,False,False,False,Ativo,184,6.04,False,630.58,2025-06,35-44,Alto,False,False,False,False
849,2025-10-13,,Mensal,123.4,Zona Leste,Musculacao,33,3.13,False,0,False,False,False,False,False,Ativo,79,2.6,False,320.84,2025-10,25-34,Medio-Presencial,False,False,False,False
850,2025-05-25,,Anual,85.4,Zona Leste,Crossfit,22,4.98,True,0,False,False,False,False,False,Ativo,220,7.23,False,617.44,2025-05,16-24,Alto,False,False,False,False
851,2024-12-20,,Mensal,129.9,Zona Leste,Musculacao,47,3.41,False,0,False,False,False,False,False,Ativo,376,12.35,False,1604.26,2024-12,45-54,Medio-Presencial,False,False,False,False
852,2025-11-15,,Mensal,123.4,Centro,Musculacao,52,4.23,False,0,False,False,False,False,False,Ativo,46,1.51,False,186.33,2025-11,45-54,Medio-Presencial,False,False,False,False
853,2024-05-06,2024-10-16,Anual,85.4,Zona Leste,Musculacao,19,5.11,True,19,False,False,False,False,True,Cancelado,163,5.35,False,456.89,2024-05,16-24,Alto,False,False,False,False
854,2024-11-25,,Anual,85.4,Zona Oeste,Musculacao,28,2.94,True,14,False,False,False,False,False,Ativo,401,13.17,False,1124.72,2024-11,25-34,Medio-Digital,False,False,False,False
855,2024-06-21,,Mensal,123.4,Zona Leste,Spinning,32,2.86,True,15,False,False,False,False,False,Ativo,558,18.33,False,2261.92,2024-06,25-34,Medio-Digital,False,False,False,False
856,2024-04-26,,Mensal,129.9,Centro,Musculacao,52,7.0,True,33,False,False,False,False,False,Ativo,614,20.17,False,2620.08,2024-04,45-54,Alto,False,False,False,False
857,2024-10-04,2025-04-03,Trimestral,109.9,Zona Oeste,Funcional,27,2.53,True,12,False,False,False,False,True,Cancelado,181,5.95,False,653.91,2024-10,25-34,Medio-Digital,False,False,False,False
858,2025-06-19,,Anual,85.4,Zona Oeste,Crossfit,27,4.9,True,14,False,False,False,False,False,Ativo,195,6.41,False,547.41,2025-06,25-34,Alto,False,False,False,False
859,2024-08-11,2024-12-30,Mensal,129.9,Centro,Musculacao,49,1.48,False,0,False,False,False,False,True,Cancelado,141,4.63,False,601.44,2024-08,45-54,Baixo,False,False,False,False
860,2025-07-27,,Mensal,123.4,Zona Leste,Musculacao,28,3.26,True,19,False,False,False,False,False,Ativo,157,5.16,False,636.74,2025-07,25-34,Alto,False,False,False,False
861,2025-03-03,,Trimestral,109.9,Centro,Spinning,40,2.33,True,4,False,False,False,False,False,Ativo,303,9.95,False,1093.5,2025-03,35-44,Medio-Digital,False,False,False,False
862,2025-05-10,,Trimestral,109.9,Zona Leste,Yoga,28,3.44,False,0,False,False,False,False,False,Ativo,235,7.72,False,848.43,2025-05,25-34,Medio-Presencial,False,False,False,False
863,2024-06-19,,Trimestral,109.9,Zona Oeste,Funcional,30,1.59,True,8,False,False,False,False,False,Ativo,560,18.4,False,2022.16,2024-06,25-34,Medio-Digital,False,False,False,False
864,2025-08-27,,Trimestral,109.9,Centro,Musculacao,51,3.27,True,13,False,False,False,False,False,Ativo,126,4.14,False,454.99,2025-08,45-54,Alto,False,False,False,False
865,2024-05-22,,Mensal,116.91,Zona Oeste,Spinning,20,3.05,True,6,False,False,False,False,False,Ativo,588,19.32,False,2258.7,2024-05,16-24,Alto,False,False,False,False
866,2024-09-16,2025-04-08,Anual,89.9,Zona Oeste,Spinning,41,3.36,True,19,False,False,False,False,True,Cancelado,204,6.7,False,602.33,2024-09,35-44,Alto,False,False,False,False
867,2025-07-02,,Anual,89.9,Zona Leste,Musculacao,31,4.43,True,20,False,False,False,False,False,Ativo,182,5.98,False,537.6,2025-07,25-34,Alto,False,False,False,False
868,2025-04-28,,Trimestral,109.9,Zona Leste,Musculacao,28,5.53,True,19,False,False,False,False,False,Ativo,247,8.11,False,891.29,2025-04,25-34,Alto,False,False,False,False
869,2024-07-28,,Mensal,116.91,Zona Leste,Crossfit,24,1.8,True,5,False,False,False,False,False,Ativo,521,17.12,False,2001.5,2024-07,16-24,Medio-Digital,False,False,False,False
870,2024-07-03,2024-09-18,Mensal,129.9,Zona Oeste,Musculacao,30,3.26,True,8,False,False,False,False,True,Cancelado,77,2.53,False,328.65,2024-07,25-34,Alto,False,False,False,False
871,2024-10-30,,Trimestral,109.9,Zona Oeste,Musculacao,35,3.26,True,6,False,False,False,False,False,Ativo,427,14.03,False,1541.9,2024-10,35-44,Alto,False,False,False,False
872,2024-11-08,2025-02-20,Mensal,129.9,Zona Leste,Musculacao,43,1.03,False,0,False,False,False,False,True,Cancelado,104,3.42,False,444.26,2024-11,35-44,Baixo,False,False,False,False
873,2024-02-11,,Anual,89.9,Zona Leste,Funcional,22,3.26,True,19,False,False,False,False,False,Ativo,689,22.63,False,2034.44,2024-02,16-24,Alto,False,False,False,False
874,2024-06-18,,Mensal,116.91,Zona Leste,Spinning,23,1.72,True,12,False,False,False,False,False,Ativo,561,18.43,False,2154.65,2024-06,16-24,Medio-Digital,False,False,False,False
875,2024-04-18,,Trimestral,98.91,Zona Leste,Musculacao,34,3.36,True,10,False,False,False,False,False,Ativo,622,20.43,False,2020.73,2024-04,25-34,Alto,False,False,False,False
876,2024-04-18,,Anual,89.9,Zona Leste,Spinning,31,4.0,True,16,False,False,False,False,False,Ativo,622,20.43,False,1836.66,2024-04,25-34,Alto,False,False,False,False
877,2024-09-04,2024-12-12,Mensal,129.9,Centro,Funcional,36,1.14,False,0,False,False,False,False,True,Cancelado,99,3.25,False,422.18,2024-09,35-44,Baixo,False,False,False,False
878,2024-01-26,,Mensal,129.9,Zona Oeste,Musculacao,35,3.72,True,9,False,False,False,False,False,Ativo,705,23.16,False,3008.48,2024-01,35-44,Alto,False,False,False,False
879,2025-04-18,,Trimestral,109.9,Zona Leste,Crossfit,29,5.4,True,16,False,False,False,False,False,Ativo,257,8.44,False,927.56,2025-04,25-34,Alto,False,False,False,False
880,2025-04-14,,Trimestral,109.9,Zona Oeste,Musculacao,26,4.4,False,0,False,False,False,False,False,Ativo,261,8.57,False,941.84,2025-04,25-34,Medio-Presencial,False,False,False,False
881,2024-06-03,,Mensal,129.9,Centro,Musculacao,29,1.82,True,5,False,False,False,False,False,Ativo,576,18.92,False,2457.71,2024-06,25-34,Medio-Digital,False,False,False,False
882,2025-09-04,,Trimestral,109.9,Zona Leste,Crossfit,45,3.26,False,0,False,False,False,False,False,Ativo,118,3.88,False,426.41,2025-09,45-54,Medio-Presencial,False,False,False,False
883,2025-02-19,,Anual,85.4,Zona Leste,Yoga,24,3.74,True,11,False,False,False,False,False,Ativo,315,10.35,False,883.89,2025-02,16-24,Alto,False,False,False,False
884,2024-08-08,,Mensal,129.9,Zona Leste,Musculacao,31,2.87,True,11,False,False,False,False,False,Ativo,510,16.75,False,2175.83,2024-08,25-34,Medio-Digital,False,False,False,False
885,2024-05-15,2024-09-08,Mensal,129.9,Zona Leste,Yoga,34,1.44,False,0,False,False,False,False,True,Cancelado,116,3.81,False,494.92,2024-05,25-34,Baixo,False,False,False,False
886,2024-10-27,2024-11-16,Mensal,129.9,Zona Oeste,Spinning,49,1.98,False,0,False,False,False,False,True,Cancelado,20,0.66,True,85.73,2024-10,45-54,Baixo,False,False,False,False
887,2025-11-03,,Mensal,129.9,Centro,Musculacao,29,3.26,True,8,False,False,False,False,False,Ativo,58,1.91,False,248.11,2025-11,25-34,Alto,False,False,False,False
888,2024-01-03,,Mensal,129.9,Zona Leste,Yoga,43,3.43,True,14,False,False,False,False,False,Ativo,728,23.92,False,3107.21,2024-01,35-44,Alto,False,False,False,False
889,2024-01-15,2024-02-27,Mensal,129.9,Zona Oeste,Yoga,46,2.28,True,6,False,False,False,False,True,Cancelado,43,1.41,True,183.16,2024-01,45-54,Medio-Digital,False,False,False,False
891,2025-10-05,,Mensal,123.4,Zona Oeste,Funcional,30,0.95,False,0,False,False,False,False,False,Ativo,87,2.86,False,352.92,2025-10,25-34,Baixo,False,False,False,False
892,2024-07-15,,Anual,85.4,Zona Oeste,Musculacao,33,2.9,True,0,False,False,False,False,False,Ativo,534,17.54,False,1497.92,2024-07,25-34,Medio-Digital,False,False,False,False
893,2025-06-07,,Mensal,116.91,Zona Leste,Musculacao,29,6.72,True,15,False,False,False,False,False,Ativo,207,6.8,False,794.99,2025-06,25-34,Alto,False,False,False,False
894,2025-02-05,,Mensal,129.9,Zona Leste,Crossfit,41,3.26,True,12,False,False,False,False,False,Ativo,329,10.81,False,1404.22,2025-02,35-44,Alto,False,False,False,False
895,2024-05-19,,Trimestral,109.9,Zona Oeste,Spinning,35,3.63,False,0,False,False,False,False,False,Ativo,591,19.42,False,2134.26,2024-05,35-44,Medio-Presencial,False,False,False,False
896,2025-09-27,,Anual,89.9,Centro,Funcional,35,2.52,False,0,False,False,False,False,False,Ativo,95,3.12,False,280.49,2025-09,35-44,Baixo,False,False,False,False
897,2024-04-24,,Mensal,129.9,Zona Leste,Funcional,20,2.41,False,0,False,False,False,False,False,Ativo,616,20.24,False,2629.18,2024-04,16-24,Baixo,False,False,False,False
898,2024-12-20,2025-08-21,Mensal,116.91,Zona Leste,Funcional,21,0.91,False,0,False,False,False,False,True,Cancelado,244,8.02,False,937.62,2024-12,16-24,Baixo,False,False,False,False
899,2025-04-08,,Mensal,116.91,Zona Leste,Musculacao,56,1.89,True,5,False,False,False,False,False,Ativo,267,8.77,False,1025.3,2025-04,55+,Medio-Digital,False,False,False,False
900,2025-04-17,,Mensal,129.9,Zona Oeste,Crossfit,30,3.64,True,15,False,False,False,False,False,Ativo,258,8.48,False,1101.55,2025-04,25-34,Alto,False,False,False,False
901,2025-08-21,2025-12-12,Mensal,129.9,Zona Oeste,Funcional,23,3.39,True,0,False,False,False,False,True,Cancelado,113,3.71,False,481.93,2025-08,16-24,Alto,False,False,False,False
902,2025-05-08,2025-11-09,Mensal,129.9,Centro,Funcional,48,2.16,False,0,False,False,False,False,True,Cancelado,185,6.08,False,789.79,2025-05,45-54,Baixo,False,False,False,False
903,2025-04-05,,Mensal,129.9,Zona Oeste,Spinning,35,2.87,True,6,False,False,False,False,False,Ativo,270,8.87,False,1152.21,2025-04,35-44,Medio-Digital,False,False,False,False
904,2024-04-16,2024-05-06,Mensal,116.91,Centro,Musculacao,33,3.13,False,0,False,False,False,False,True,Cancelado,20,0.66,True,77.16,2024-04,25-34,Medio-Presencial,False,False,False,False
905,2024-08-02,,Anual,89.9,Centro,Musculacao,30,2.77,True,11,False,False,False,False,False,Ativo,516,16.95,False,1523.8,2024-08,25-34,Medio-Digital,False,False,False,False
906,2024-08-30,,Trimestral,348.88,Zona Leste,Musculacao,28,4.09,True,12,False,True,False,True,False,Ativo,488,16.03,False,5592.55,2024-08,25-34,Alto,True,False,True,True
907,2024-09-16,2024-11-19,Mensal,129.9,Zona Oeste,Musculacao,30,3.36,True,11,False,False,False,False,True,Cancelado,64,2.1,False,272.79,2024-09,25-34,Alto,False,False,False,False
908,2024-03-20,2024-07-18,Mensal,129.9,Zona Leste,Funcional,17,2.46,False,0,False,False,False,False,True,Cancelado,120,3.94,False,511.81,2024-03,16-24,Baixo,False,False,False,False
909,2024-03-07,2024-06-28,Mensal,129.9,Zona Leste,Crossfit,31,1.5,False,0,False,False,False,False,True,Cancelado,113,3.71,False,481.93,2024-03,25-34,Baixo,False,False,False,False
910,2024-11-04,2025-04-27,Mensal,123.4,Centro,Musculacao,35,2.36,True,0,False,False,False,False,True,Cancelado,174,5.72,False,705.85,2024-11,35-44,Medio-Digital,False,False,False,False
911,2025-05-21,2025-08-02,Trimestral,109.9,Zona Oeste,Musculacao,52,2.53,False,0,False,False,False,False,True,Cancelado,73,2.4,False,263.76,2025-05,45-54,Baixo,False,False,False,False
912,2025-09-13,2025-11-09,Anual,89.9,Centro,Funcional,33,2.71,False,0,False,False,False,False,True,Cancelado,57,1.87,True,168.11,2025-09,25-34,Baixo,False,False,False,False
913,2025-10-20,,Anual,89.9,Zona Leste,Musculacao,24,1.72,True,4,False,False,False,False,False,Ativo,72,2.37,False,213.06,2025-10,16-24,Medio-Digital,False,False,False,False
914,2024-12-02,,Anual,89.9,Zona Oeste,Crossfit,31,6.39,True,30,False,False,False,False,False,Ativo,394,12.94,False,1163.31,2024-12,25-34,Alto,False,False,False,False
915,2025-09-20,,Anual,89.9,Zona Oeste,Musculacao,62,6.25,True,17,False,False,False,False,False,Ativo,102,3.35,False,301.17,2025-09,55+,Alto,False,False,False,False
916,2024-11-15,,Anual,89.9,Zona Leste,Musculacao,42,3.37,True,17,False,False,False,False,False,Ativo,411,13.5,False,1213.65,2024-11,35-44,Alto,False,False,False,False
917,2024-11-27,,Mensal,129.9,Zona Leste,Musculacao,23,3.42,True,12,False,False,False,False,False,Ativo,399,13.11,False,1702.99,2024-11,16-24,Alto,False,False,False,False
918,2024-05-26,2024-07-10,Mensal,129.9,Zona Oeste,Musculacao,39,3.81,True,14,False,False,False,False,True,Cancelado,45,1.48,True,192.25,2024-05,35-44,Alto,False,False,False,False
919,2025-03-15,,Mensal,123.4,Zona Leste,Musculacao,24,2.84,True,58,False,False,True,True,False,Ativo,291,9.56,False,1179.7,2025-03,16-24,Medio-Digital,False,False,False,True
920,2024-08-05,,Trimestral,109.9,Centro,Funcional,17,3.79,True,13,False,False,False,False,False,Ativo,513,16.85,False,1851.82,2024-08,16-24,Alto,False,False,False,False
921,2024-12-05,,Mensal,116.91,Zona Leste,Musculacao,28,4.08,True,16,False,False,False,False,False,Ativo,391,12.84,False,1501.12,2024-12,25-34,Alto,False,False,False,False
922,2025-10-17,,Anual,89.9,Zona Leste,Musculacao,33,3.85,True,8,False,False,False,False,False,Ativo,75,2.46,False,221.15,2025-10,25-34,Alto,False,False,False,False
923,2025-01-17,,Trimestral,109.9,Zona Oeste,Crossfit,21,4.69,True,17,False,False,False,False,False,Ativo,348,11.43,False,1256.16,2025-01,16-24,Alto,False,False,False,False
924,2024-07-31,2024-11-15,Mensal,129.9,Zona Leste,Musculacao,19,2.12,True,3,False,False,False,False,True,Cancelado,107,3.52,False,457.25,2024-07,16-24,Medio-Digital,False,False,False,False
925,2025-04-14,,Mensal,129.9,Centro,Musculacao,32,3.26,True,13,False,False,False,False,False,Ativo,261,8.57,False,1113.24,2025-04,25-34,Alto,False,False,False,False
926,2025-05-26,,Mensal,129.9,Zona Oeste,Spinning,28,7.0,True,25,False,False,False,False,False,Ativo,219,7.19,False,933.98,2025-05,25-34,Alto,False,False,False,False
927,2025-02-28,,Mensal,129.9,Zona Leste,Crossfit,36,4.95,True,9,False,False,False,False,False,Ativo,306,10.05,False,1305.5,2025-02,35-44,Alto,False,False,False,False
928,2024-01-30,2024-05-15,Anual,85.4,Zona Oeste,Musculacao,19,3.89,False,0,False,False,False,False,True,Cancelado,106,3.48,False,297.19,2024-01,16-24,Medio-Presencial,False,False,False,False
929,2024-06-07,,Trimestral,109.9,Zona Oeste,Musculacao,40,2.05,True,4,False,False,False,False,False,Ativo,572,18.79,False,2065.02,2024-06,35-44,Medio-Digital,False,False,False,False
930,2024-03-30,,Trimestral,109.9,Zona Oeste,Musculacao,19,3.34,True,12,False,False,False,False,False,Ativo,641,21.06,False,2314.49,2024-03,16-24,Alto,False,False,False,False
931,2025-10-31,,Mensal,116.91,Centro,Funcional,50,4.79,True,34,False,False,False,False,False,Ativo,61,2.0,False,233.82,2025-10,45-54,Alto,False,False,False,False
932,2024-08-06,2025-09-16,Mensal,129.9,Zona Oeste,Crossfit,36,3.26,False,0,False,False,False,False,True,Cancelado,406,13.34,False,1732.87,2024-08,35-44,Medio-Presencial,False,False,False,False
